UTC,Time,IMU A1,IMU A2,IMU A3,IMU G1,IMU G2,IMU G3,IMU M1,IMU M2,IMU M3,Latitude,Longitude
2020-08-22T15:43:10.4150+00:00,85106,-239,594,-64,96,236,97,-6,-4,38,N/A,N/A
2020-08-22T15:43:10.6140+00:00,85305,-120,414,-75,-8,272,247,-5,-5,49,N/A,N/A
2020-08-22T15:43:10.8650+00:00,85556,-190,459,-106,20,100,-98,4,-8,50,N/A,N/A
2020-08-22T15:43:11.0270+00:00,85718,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285488,-11725936
2020-08-22T15:43:11.1150+00:00,85806,-197,557,-122,-164,68,-27,13,-3,41,N/A,N/A
2020-08-22T15:43:11.3650+00:00,86056,-81,462,35,-152,415,29,-13,3,37,N/A,N/A
2020-08-22T15:43:11.5650+00:00,86256,-23,530,50,87,284,105,-1,3,21,N/A,N/A
2020-08-22T15:43:11.8140+00:00,86505,-156,520,9,-536,538,-34,-7,11,-3,N/A,N/A
2020-08-22T15:43:12.0650+00:00,86756,-43,525,52,14,230,123,17,27,-13,N/A,N/A
2020-08-22T15:43:12.3150+00:00,87006,32,432,-82,257,153,-131,20,12,-4,N/A,N/A
2020-08-22T15:43:12.5650+00:00,87256,117,519,48,-68,-29,344,-9,17,-9,N/A,N/A
2020-08-22T15:43:12.8140+00:00,87505,87,504,10,26,14,33,-14,18,-16,N/A,N/A
2020-08-22T15:43:13.0650+00:00,87756,138,504,66,-51,0,258,-20,20,-20,N/A,N/A
2020-08-22T15:43:13.2640+00:00,87955,238,572,63,-389,3,216,-38,34,-18,N/A,N/A
2020-08-22T15:43:13.5140+00:00,88205,200,470,91,-332,-77,-230,-50,64,-54,N/A,N/A
2020-08-22T15:43:13.7650+00:00,88456,147,455,154,-56,-49,-106,-48,76,-76,N/A,N/A
2020-08-22T15:43:13.9640+00:00,88655,133,498,31,454,418,-159,-19,35,-39,N/A,N/A
2020-08-22T15:43:14.1650+00:00,88856,-2,459,-59,-581,390,-185,8,44,-50,N/A,N/A
2020-08-22T15:43:14.4150+00:00,89106,95,431,223,-318,415,-91,19,91,-85,N/A,N/A
2020-08-22T15:43:14.6150+00:00,89306,76,439,282,179,303,36,45,99,-81,N/A,N/A
2020-08-22T15:43:14.8150+00:00,89506,113,469,247,43,492,137,65,71,-53,N/A,N/A
2020-08-22T15:43:15.0650+00:00,89756,26,408,244,4,5,554,72,78,-56,N/A,N/A
2020-08-22T15:43:15.3150+00:00,90006,42,388,292,260,60,334,58,70,-56,N/A,N/A
2020-08-22T15:43:15.5640+00:00,90255,26,460,244,376,670,405,50,46,-26,N/A,N/A
2020-08-22T15:43:15.7650+00:00,90456,76,428,298,53,1032,233,70,28,16,N/A,N/A
2020-08-22T15:43:16.0140+00:00,90705,85,425,252,418,128,114,86,16,68,N/A,N/A
2020-08-22T15:43:16.0300+00:00,90721,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285488,-11725935
2020-08-22T15:43:16.2640+00:00,90955,-46,452,309,-53,73,-64,102,14,100,N/A,N/A
2020-08-22T15:43:16.5150+00:00,91206,-31,415,242,142,-69,8,99,15,97,N/A,N/A
2020-08-22T15:43:16.7650+00:00,91456,-40,467,285,-183,27,35,105,25,79,N/A,N/A
2020-08-22T15:43:17.0140+00:00,91705,37,419,197,137,-178,207,96,18,84,N/A,N/A
2020-08-22T15:43:17.2650+00:00,91956,27,451,216,278,132,-104,105,19,93,N/A,N/A
2020-08-22T15:43:17.5150+00:00,92206,-152,534,130,-196,18,58,118,22,128,N/A,N/A
2020-08-22T15:43:17.7650+00:00,92456,200,416,368,-310,-54,-443,122,26,100,N/A,N/A
2020-08-22T15:43:18.0140+00:00,92705,-113,397,407,-188,-801,12,142,78,14,N/A,N/A
2020-08-22T15:43:18.2650+00:00,92956,19,356,343,3,-626,-291,96,84,-48,N/A,N/A
2020-08-22T15:43:18.5150+00:00,93206,125,411,336,530,-423,-110,63,77,-53,N/A,N/A
2020-08-22T15:43:18.7150+00:00,93406,-29,540,152,354,246,-258,66,50,-26,N/A,N/A
2020-08-22T15:43:18.9650+00:00,93656,-16,404,309,-46,207,193,66,88,-86,N/A,N/A
2020-08-22T15:43:19.2150+00:00,93906,65,451,246,-129,290,38,70,64,-42,N/A,N/A
2020-08-22T15:43:19.4650+00:00,94156,91,407,321,165,312,165,86,58,-34,N/A,N/A
2020-08-22T15:43:19.6640+00:00,94355,71,437,306,-39,253,123,78,40,-6,N/A,N/A
2020-08-22T15:43:19.9150+00:00,94606,104,450,330,-214,-379,-415,91,57,-11,N/A,N/A
2020-08-22T15:43:20.1650+00:00,94856,-9,394,311,663,-423,-604,78,96,-60,N/A,N/A
2020-08-22T15:43:20.4150+00:00,95106,35,381,235,171,-476,-65,61,89,-75,N/A,N/A
2020-08-22T15:43:20.6650+00:00,95356,295,276,122,-285,-533,-544,0,80,-78,N/A,N/A
2020-08-22T15:43:20.9140+00:00,95605,52,406,105,269,-356,-191,16,98,-76,N/A,N/A
2020-08-22T15:43:21.0350+00:00,95726,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285488,-11725935
2020-08-22T15:43:21.1650+00:00,95856,-223,393,-28,1147,-676,-1222,-36,32,-32,N/A,N/A
2020-08-22T15:43:21.4140+00:00,96105,-110,531,-79,-213,-541,254,-36,46,-34,N/A,N/A
2020-08-22T15:43:21.6650+00:00,96356,21,467,58,-339,-241,50,-77,53,-41,N/A,N/A
2020-08-22T15:43:21.9150+00:00,96606,-13,489,140,34,-82,-7,-82,66,-58,N/A,N/A
2020-08-22T15:43:22.1140+00:00,96805,-9,493,144,37,-76,8,-73,67,-61,N/A,N/A
2020-08-22T15:43:22.3150+00:00,97006,40,518,106,-20,-158,3,-74,66,-50,N/A,N/A
2020-08-22T15:43:22.5150+00:00,97206,-31,460,124,-143,96,-141,-73,65,-67,N/A,N/A
2020-08-22T15:43:22.7650+00:00,97456,-22,567,175,-77,-117,134,-67,61,-55,N/A,N/A
2020-08-22T15:43:23.0140+00:00,97705,36,484,94,302,42,342,-93,63,-45,N/A,N/A
2020-08-22T15:43:23.2150+00:00,97906,79,481,35,-139,26,71,-80,58,-46,N/A,N/A
2020-08-22T15:43:23.4650+00:00,98156,7,516,111,-349,154,301,-62,58,-48,N/A,N/A
2020-08-22T15:43:23.7150+00:00,98406,-133,420,130,126,19,52,-49,55,-57,N/A,N/A
2020-08-22T15:43:23.9640+00:00,98655,-39,483,96,-33,229,133,-58,76,-70,N/A,N/A
2020-08-22T15:43:24.2150+00:00,98906,-94,461,11,266,-104,242,-61,65,-53,N/A,N/A
2020-08-22T15:43:24.4640+00:00,99155,-53,478,273,-1,-145,133,-84,78,-66,N/A,N/A
2020-08-22T15:43:24.7150+00:00,99406,-27,475,142,32,60,151,-85,65,-53,N/A,N/A
2020-08-22T15:43:24.9650+00:00,99656,-29,487,194,116,123,-100,-62,72,-58,N/A,N/A
2020-08-22T15:43:25.2150+00:00,99906,-108,572,171,344,-21,19,-72,64,-62,N/A,N/A
2020-08-22T15:43:25.4640+00:00,100155,142,448,109,-336,-260,358,-88,88,-66,N/A,N/A
2020-08-22T15:43:25.7150+00:00,100406,114,443,169,30,0,399,-101,79,-35,N/A,N/A
2020-08-22T15:43:25.9150+00:00,100606,89,462,151,50,-147,-224,-135,87,-27,N/A,N/A
2020-08-22T15:43:26.0380+00:00,100729,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:43:26.1640+00:00,100855,93,487,121,34,124,37,-128,76,-14,N/A,N/A
2020-08-22T15:43:26.3650+00:00,101056,61,494,101,65,-9,-49,-133,73,-29,N/A,N/A
2020-08-22T15:43:26.6140+00:00,101305,88,501,143,-8,131,91,-128,80,-40,N/A,N/A
2020-08-22T15:43:26.8150+00:00,101506,113,469,103,34,255,-346,-110,66,-42,N/A,N/A
2020-08-22T15:43:27.0640+00:00,101755,57,502,159,8,83,29,-113,71,-53,N/A,N/A
2020-08-22T15:43:27.3150+00:00,102006,70,485,136,2,36,56,-118,78,-54,N/A,N/A
2020-08-22T15:43:27.5150+00:00,102206,68,482,145,6,26,4,-109,75,-51,N/A,N/A
2020-08-22T15:43:27.7150+00:00,102406,74,494,150,9,51,67,-114,66,-48,N/A,N/A
2020-08-22T15:43:27.9150+00:00,102606,82,490,141,12,-33,54,-108,76,-50,N/A,N/A
2020-08-22T15:43:28.1150+00:00,102806,80,490,139,47,42,23,-120,84,-44,N/A,N/A
2020-08-22T15:43:28.3150+00:00,103006,75,493,151,111,16,-8,-110,68,-44,N/A,N/A
2020-08-22T15:43:28.5140+00:00,103205,85,491,128,8,45,23,-124,76,-48,N/A,N/A
2020-08-22T15:43:28.7150+00:00,103406,86,493,108,146,-13,40,-122,68,-32,N/A,N/A
2020-08-22T15:43:28.9150+00:00,103606,77,490,126,-39,3,5,-118,66,-40,N/A,N/A
2020-08-22T15:43:29.1650+00:00,103856,84,490,122,9,35,8,-107,65,-33,N/A,N/A
2020-08-22T15:43:29.3650+00:00,104056,85,496,88,-2,30,18,-123,69,-45,N/A,N/A
2020-08-22T15:43:29.5650+00:00,104256,82,491,117,38,-5,30,-121,77,-37,N/A,N/A
2020-08-22T15:43:29.7650+00:00,104456,94,489,101,-66,41,59,-124,66,-38,N/A,N/A
2020-08-22T15:43:29.9650+00:00,104656,105,494,101,65,-54,77,-117,67,-33,N/A,N/A
2020-08-22T15:43:30.1650+00:00,104856,114,487,145,8,182,31,-117,81,-41,N/A,N/A
2020-08-22T15:43:30.3640+00:00,105055,142,505,120,-164,248,-61,-114,66,-40,N/A,N/A
2020-08-22T15:43:30.6150+00:00,105306,3,533,142,-56,52,-66,-72,74,-54,N/A,N/A
2020-08-22T15:43:30.8650+00:00,105556,137,507,124,157,-200,226,-78,80,-68,N/A,N/A
2020-08-22T15:43:31.0480+00:00,105739,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:43:31.1140+00:00,105805,-19,455,227,62,-1245,-158,-96,66,-58,N/A,N/A
2020-08-22T15:43:31.3650+00:00,106056,174,384,-87,295,439,-739,-101,55,-35,N/A,N/A
2020-08-22T15:43:31.6150+00:00,106306,73,524,69,-2,30,63,-77,51,-27,N/A,N/A
2020-08-22T15:43:31.8650+00:00,106556,61,509,69,19,-81,6,-78,48,-28,N/A,N/A
2020-08-22T15:43:32.0650+00:00,106756,146,531,62,-9,-73,119,-88,60,-34,N/A,N/A
2020-08-22T15:43:32.2640+00:00,106955,105,507,79,-5,17,249,-100,52,-26,N/A,N/A
2020-08-22T15:43:32.4650+00:00,107156,78,505,42,-2,25,16,-87,49,-31,N/A,N/A
2020-08-22T15:43:32.7150+00:00,107406,76,498,73,0,-122,11,-105,59,-35,N/A,N/A
2020-08-22T15:43:32.9650+00:00,107656,77,505,67,10,187,125,-88,48,-26,N/A,N/A
2020-08-22T15:43:33.1640+00:00,107855,79,501,76,21,106,-9,-96,58,-36,N/A,N/A
2020-08-22T15:43:33.4150+00:00,108106,130,505,5,16,42,4,-80,50,-32,N/A,N/A
2020-08-22T15:43:33.6150+00:00,108306,59,510,76,17,2,-7,-88,54,-44,N/A,N/A
2020-08-22T15:43:33.8150+00:00,108506,47,504,65,25,33,25,-81,45,-33,N/A,N/A
2020-08-22T15:43:34.0140+00:00,108705,60,504,79,40,11,16,-73,43,-27,N/A,N/A
2020-08-22T15:43:34.2150+00:00,108906,70,515,60,0,-92,61,-80,54,-32,N/A,N/A
2020-08-22T15:43:34.4150+00:00,109106,53,501,72,19,96,22,-77,49,-39,N/A,N/A
2020-08-22T15:43:34.6140+00:00,109305,73,503,53,6,45,24,-78,48,-48,N/A,N/A
2020-08-22T15:43:34.8150+00:00,109506,80,500,47,16,64,13,-79,51,-35,N/A,N/A
2020-08-22T15:43:35.0150+00:00,109706,68,505,59,14,20,13,-75,55,-33,N/A,N/A
2020-08-22T15:43:35.2150+00:00,109906,86,505,63,4,15,140,-68,50,-28,N/A,N/A
2020-08-22T15:43:35.4150+00:00,110106,32,486,46,-20,-21,241,-85,61,-43,N/A,N/A
2020-08-22T15:43:35.6140+00:00,110305,91,498,58,5,-45,16,-87,53,-39,N/A,N/A
2020-08-22T15:43:35.8650+00:00,110556,79,507,71,13,-20,18,-85,51,-41,N/A,N/A
2020-08-22T15:43:36.0490+00:00,110740,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:43:36.0640+00:00,110755,94,503,65,3,-27,17,-97,57,-33,N/A,N/A
2020-08-22T15:43:36.2650+00:00,110956,62,440,66,-61,-113,383,-91,59,-41,N/A,N/A
2020-08-22T15:43:36.4650+00:00,111156,194,490,96,-43,-128,52,-140,86,-30,N/A,N/A
2020-08-22T15:43:36.7150+00:00,111406,238,414,65,-257,-553,602,-167,109,-21,N/A,N/A
2020-08-22T15:43:36.9640+00:00,111655,187,324,522,-254,1304,266,-98,184,-126,N/A,N/A
2020-08-22T15:43:37.2140+00:00,111905,-218,371,267,-1238,777,167,42,184,-126,N/A,N/A
2020-08-22T15:43:37.4650+00:00,112156,-102,363,406,-599,494,-8,101,237,-117,N/A,N/A
2020-08-22T15:43:37.7150+00:00,112406,-70,210,330,-811,-2464,-762,-4,254,-142,N/A,N/A
2020-08-22T15:43:37.9650+00:00,112656,62,201,135,-2212,-2347,-1426,-98,180,-120,N/A,N/A
2020-08-22T15:43:38.2150+00:00,112906,124,267,433,-971,301,-120,-146,190,-106,N/A,N/A
2020-08-22T15:43:38.4140+00:00,113105,87,353,386,-29,-53,651,-102,220,-120,N/A,N/A
2020-08-22T15:43:38.6640+00:00,113355,60,257,500,-721,195,165,-65,287,-135,N/A,N/A
2020-08-22T15:43:38.9150+00:00,113606,289,88,474,208,-260,45,-70,314,-130,N/A,N/A
2020-08-22T15:43:39.1650+00:00,113856,56,215,507,-38,-114,-350,-75,307,-129,N/A,N/A
2020-08-22T15:43:39.4150+00:00,114106,-15,285,416,223,-126,-835,-109,263,-125,N/A,N/A
2020-08-22T15:43:39.6650+00:00,114356,7,241,365,132,-156,-417,-107,211,-113,N/A,N/A
2020-08-22T15:43:39.8640+00:00,114555,-155,217,522,-568,-452,-58,-123,205,-117,N/A,N/A
2020-08-22T15:43:40.1140+00:00,114805,-97,176,529,-15,24,115,-120,224,-124,N/A,N/A
2020-08-22T15:43:40.3140+00:00,115005,-129,140,514,-121,411,-347,-100,224,-122,N/A,N/A
2020-08-22T15:43:40.5640+00:00,115255,-69,118,480,-353,345,243,-88,246,-140,N/A,N/A
2020-08-22T15:43:40.8150+00:00,115506,-133,57,480,-331,36,270,-64,290,-140,N/A,N/A
2020-08-22T15:43:41.0640+00:00,115755,-259,-38,557,204,512,334,-42,338,-128,N/A,N/A
2020-08-22T15:43:41.0650+00:00,115756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:43:41.2650+00:00,115956,-123,6,463,27,224,550,-27,339,-131,N/A,N/A
2020-08-22T15:43:41.5150+00:00,116206,-143,119,511,260,-653,810,-11,313,-137,N/A,N/A
2020-08-22T15:43:41.7650+00:00,116456,-132,272,448,522,637,236,30,266,-146,N/A,N/A
2020-08-22T15:43:42.0140+00:00,116705,-297,166,175,-614,-306,-22,57,243,-129,N/A,N/A
2020-08-22T15:43:42.2650+00:00,116956,-124,91,824,-856,-1227,27,-22,340,-122,N/A,N/A
2020-08-22T15:43:42.5150+00:00,117206,-346,190,477,-92,285,-22,56,290,-128,N/A,N/A
2020-08-22T15:43:42.7650+00:00,117456,-185,230,369,-455,-285,133,64,294,-134,N/A,N/A
2020-08-22T15:43:43.0140+00:00,117705,-257,148,428,140,19,-103,63,293,-127,N/A,N/A
2020-08-22T15:43:43.2650+00:00,117956,-258,166,449,31,-28,-12,61,295,-129,N/A,N/A
2020-08-22T15:43:43.4650+00:00,118156,-254,170,409,-63,-56,31,63,293,-123,N/A,N/A
2020-08-22T15:43:43.6640+00:00,118355,-87,154,417,-1,185,187,65,293,-117,N/A,N/A
2020-08-22T15:43:43.8650+00:00,118556,-189,153,671,-94,-405,691,-9,333,-123,N/A,N/A
2020-08-22T15:43:44.1150+00:00,118806,-131,212,423,1058,-160,265,34,248,-140,N/A,N/A
2020-08-22T15:43:44.3650+00:00,119056,-180,315,181,721,219,-176,32,148,-112,N/A,N/A
2020-08-22T15:43:44.6140+00:00,119305,-129,329,209,-78,47,-172,17,147,-113,N/A,N/A
2020-08-22T15:43:44.8650+00:00,119556,-33,297,513,-571,201,-433,27,225,-137,N/A,N/A
2020-08-22T15:43:45.1150+00:00,119806,-186,240,509,-334,152,-230,34,264,-136,N/A,N/A
2020-08-22T15:43:45.3640+00:00,120055,-234,226,428,-83,425,521,65,283,-131,N/A,N/A
2020-08-22T15:43:45.5640+00:00,120255,-218,234,384,241,324,-126,107,287,-111,N/A,N/A
2020-08-22T15:43:45.8150+00:00,120506,-605,57,595,321,-326,-764,87,267,-111,N/A,N/A
2020-08-22T15:43:46.0640+00:00,120755,-332,111,232,-482,-100,-708,53,297,-117,N/A,N/A
2020-08-22T15:43:46.0650+00:00,120756,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:43:46.3150+00:00,121006,-370,-13,639,865,292,-167,59,323,-119,N/A,N/A
2020-08-22T15:43:46.5140+00:00,121205,-605,70,342,292,368,-498,109,265,-115,N/A,N/A
2020-08-22T15:43:46.7650+00:00,121456,-445,115,172,-125,-92,-101,120,234,-102,N/A,N/A
2020-08-22T15:43:47.0140+00:00,121705,-226,25,652,767,736,697,67,261,-123,N/A,N/A
2020-08-22T15:43:47.2150+00:00,121906,-27,177,425,160,-996,991,22,238,-140,N/A,N/A
2020-08-22T15:43:47.4650+00:00,122156,-9,294,332,336,-398,756,-86,212,-138,N/A,N/A
2020-08-22T15:43:47.7150+00:00,122406,84,349,261,-88,-26,618,-44,188,-130,N/A,N/A
2020-08-22T15:43:47.9640+00:00,122655,37,367,266,-15,-746,-458,-12,190,-140,N/A,N/A
2020-08-22T15:43:48.2150+00:00,122906,215,357,-42,1062,1371,-561,-6,106,-102,N/A,N/A
2020-08-22T15:43:48.4640+00:00,123155,102,470,353,1055,172,342,28,74,-72,N/A,N/A
2020-08-22T15:43:48.7140+00:00,123405,49,449,10,755,154,-215,11,23,-17,N/A,N/A
2020-08-22T15:43:48.9650+00:00,123656,35,446,-146,270,-85,188,4,18,-18,N/A,N/A
2020-08-22T15:43:49.2150+00:00,123906,-463,452,896,1181,-342,-458,26,88,-82,N/A,N/A
2020-08-22T15:43:49.4650+00:00,124156,-109,427,241,-104,-321,37,65,29,-17,N/A,N/A
2020-08-22T15:43:49.7150+00:00,124406,-35,321,42,106,533,-243,107,41,35,N/A,N/A
2020-08-22T15:43:49.9650+00:00,124656,-229,331,46,339,-360,-579,150,70,36,N/A,N/A
2020-08-22T15:43:50.2140+00:00,124905,-334,356,-97,-99,425,-30,182,90,64,N/A,N/A
2020-08-22T15:43:50.4640+00:00,125155,-608,237,-634,57,37,-715,202,130,68,N/A,N/A
2020-08-22T15:43:50.7150+00:00,125406,-914,231,85,-310,-1057,648,212,194,34,N/A,N/A
2020-08-22T15:43:50.9650+00:00,125656,-223,302,45,-419,-628,-1144,170,166,-26,N/A,N/A
2020-08-22T15:43:51.0710+00:00,125762,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:43:51.2150+00:00,125906,-350,235,-67,-50,-6,102,209,233,29,N/A,N/A
2020-08-22T15:43:51.4150+00:00,126106,-607,216,-466,67,-198,178,203,237,21,N/A,N/A
2020-08-22T15:43:51.6650+00:00,126356,-650,27,-120,151,-31,-71,228,256,68,N/A,N/A
2020-08-22T15:43:51.9150+00:00,126606,-311,153,40,-102,-925,477,205,213,3,N/A,N/A
2020-08-22T15:43:52.1650+00:00,126856,-660,230,-216,-118,515,0,199,197,-5,N/A,N/A
2020-08-22T15:43:52.4150+00:00,127106,-453,307,112,-105,14,304,198,200,-16,N/A,N/A
2020-08-22T15:43:52.6640+00:00,127355,411,-140,537,-854,2397,4021,89,99,-63,N/A,N/A
2020-08-22T15:43:52.9150+00:00,127606,-245,140,-41,-624,-1144,-2463,167,221,-49,N/A,N/A
2020-08-22T15:43:53.1650+00:00,127856,-283,129,300,-97,-1079,-676,108,356,-64,N/A,N/A
2020-08-22T15:43:53.3650+00:00,128056,-526,10,1263,73,896,308,97,391,-63,N/A,N/A
2020-08-22T15:43:53.6150+00:00,128306,-479,-16,339,-265,-851,-148,104,386,-62,N/A,N/A
2020-08-22T15:43:53.8650+00:00,128556,-382,-338,568,-257,-1252,865,47,415,-71,N/A,N/A
2020-08-22T15:43:54.1150+00:00,128806,-270,-50,496,-33,1799,1790,189,231,-31,N/A,N/A
2020-08-22T15:43:54.3150+00:00,129006,-23,194,289,1164,-530,-530,178,136,14,N/A,N/A
2020-08-22T15:43:54.5640+00:00,129255,-83,406,102,353,-275,-123,157,109,1,N/A,N/A
2020-08-22T15:43:54.8150+00:00,129506,-88,464,193,68,54,131,155,109,-1,N/A,N/A
2020-08-22T15:43:55.0650+00:00,129756,-128,474,210,1,-127,10,159,111,3,N/A,N/A
2020-08-22T15:43:55.3150+00:00,130006,-105,429,176,169,-144,-43,152,118,-22,N/A,N/A
2020-08-22T15:43:55.5150+00:00,130206,27,399,326,-272,-537,-169,113,137,-61,N/A,N/A
2020-08-22T15:43:55.7650+00:00,130456,-1204,265,211,1190,1148,-407,72,194,-116,N/A,N/A
2020-08-22T15:43:56.0150+00:00,130706,-124,486,772,182,-533,-223,-53,171,-123,N/A,N/A
2020-08-22T15:43:56.0740+00:00,130765,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:43:56.2650+00:00,130956,-108,471,373,415,311,184,-52,148,-112,N/A,N/A
2020-08-22T15:43:56.5150+00:00,131206,-39,331,16,-171,-620,187,-36,128,-112,N/A,N/A
2020-08-22T15:43:56.7650+00:00,131456,100,538,247,721,-445,491,-77,129,-99,N/A,N/A
2020-08-22T15:43:56.9650+00:00,131656,12,495,521,1067,-492,260,-97,73,-53,N/A,N/A
2020-08-22T15:43:57.2150+00:00,131906,201,446,565,-732,27,-44,-107,65,-33,N/A,N/A
2020-08-22T15:43:57.4640+00:00,132155,17,436,89,33,748,15,-52,44,-38,N/A,N/A
2020-08-22T15:43:57.7150+00:00,132406,154,571,104,-1,-43,121,-80,60,-36,N/A,N/A
2020-08-22T15:43:57.9650+00:00,132656,211,554,109,-18,-257,-4,-126,66,-22,N/A,N/A
2020-08-22T15:43:58.2150+00:00,132906,162,576,65,-25,-248,-31,-116,76,-20,N/A,N/A
2020-08-22T15:43:58.4150+00:00,133106,54,499,72,-2,-112,16,-107,63,-27,N/A,N/A
2020-08-22T15:43:58.6140+00:00,133305,95,553,98,-2,-213,113,-97,49,-25,N/A,N/A
2020-08-22T15:43:58.8150+00:00,133506,11,453,56,36,84,-213,-94,48,-18,N/A,N/A
2020-08-22T15:43:59.0640+00:00,133755,47,488,69,4,-130,171,-97,49,-29,N/A,N/A
2020-08-22T15:43:59.3140+00:00,134005,60,505,72,13,22,19,-102,54,-22,N/A,N/A
2020-08-22T15:43:59.5650+00:00,134256,19,510,64,24,-31,4,-89,51,-31,N/A,N/A
2020-08-22T15:43:59.7640+00:00,134455,45,511,66,17,-33,27,-88,48,-26,N/A,N/A
2020-08-22T15:43:59.9650+00:00,134656,47,509,74,28,45,7,-91,45,-31,N/A,N/A
2020-08-22T15:44:00.1650+00:00,134856,41,513,78,26,-70,10,-106,54,-32,N/A,N/A
2020-08-22T15:44:00.3650+00:00,135056,42,514,48,19,32,24,-100,44,-24,N/A,N/A
2020-08-22T15:44:00.5650+00:00,135256,61,534,81,19,119,35,-94,54,-24,N/A,N/A
2020-08-22T15:44:00.7640+00:00,135455,159,543,206,-159,-1832,787,-161,79,13,N/A,N/A
2020-08-22T15:44:01.0150+00:00,135706,83,202,-1044,1831,-185,-260,-152,74,266,N/A,N/A
2020-08-22T15:44:01.0800+00:00,135771,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:44:01.2650+00:00,135956,169,194,-534,-641,373,-56,-125,67,261,N/A,N/A
2020-08-22T15:44:01.5150+00:00,136206,317,593,-133,-819,713,185,-133,31,39,N/A,N/A
2020-08-22T15:44:01.7650+00:00,136456,104,477,224,-80,227,-227,-94,72,-58,N/A,N/A
2020-08-22T15:44:02.0150+00:00,136706,-46,290,158,3826,-896,-59,-94,6,86,N/A,N/A
2020-08-22T15:44:02.2640+00:00,136955,63,208,-400,262,244,-15,-86,46,244,N/A,N/A
2020-08-22T15:44:02.5140+00:00,137205,120,260,-461,-311,294,-12,-86,32,236,N/A,N/A
2020-08-22T15:44:02.7650+00:00,137456,-106,435,503,-114,123,290,-18,78,-82,N/A,N/A
2020-08-22T15:44:03.0150+00:00,137706,154,553,215,237,932,-499,64,60,-40,N/A,N/A
2020-08-22T15:44:03.2650+00:00,137956,-74,535,-219,594,730,501,110,42,26,N/A,N/A
2020-08-22T15:44:03.5150+00:00,138206,30,523,-57,57,2,137,110,38,34,N/A,N/A
2020-08-22T15:44:03.7650+00:00,138456,-65,472,134,59,-502,-67,119,51,25,N/A,N/A
2020-08-22T15:44:04.0150+00:00,138706,-49,431,-48,-322,705,147,119,45,25,N/A,N/A
2020-08-22T15:44:04.2640+00:00,138955,-28,554,160,-223,-162,87,82,46,-12,N/A,N/A
2020-08-22T15:44:04.5150+00:00,139206,22,440,93,-93,-264,254,67,49,-21,N/A,N/A
2020-08-22T15:44:04.7150+00:00,139406,47,518,104,74,-311,-320,63,53,-41,N/A,N/A
2020-08-22T15:44:04.9650+00:00,139656,13,507,187,58,172,176,68,58,-42,N/A,N/A
2020-08-22T15:44:05.1650+00:00,139856,54,506,110,-22,-1,-7,64,54,-36,N/A,N/A
2020-08-22T15:44:05.4140+00:00,140105,-104,529,206,-200,-273,-754,73,83,-53,N/A,N/A
2020-08-22T15:44:05.6650+00:00,140356,-41,425,34,-63,224,15,85,43,-11,N/A,N/A
2020-08-22T15:44:05.9150+00:00,140606,-319,500,-24,951,497,-20,116,40,34,N/A,N/A
2020-08-22T15:44:06.0830+00:00,140774,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3285489,-11725935
2020-08-22T15:44:06.1650+00:00,140856,416,627,441,-1441,3184,-2234,52,-10,112,N/A,N/A
2020-08-22T15:44:06.4150+00:00,141106,-210,493,105,-364,-873,-430,214,134,134,N/A,N/A
2020-08-22T15:44:06.6650+00:00,141356,-225,419,96,47,-666,498,171,127,-1,N/A,N/A
2020-08-22T15:44:06.8650+00:00,141556,-279,454,250,24,-215,-486,160,130,-22,N/A,N/A
2020-08-22T15:44:07.1150+00:00,141806,-227,414,219,33,209,243,157,139,-29,N/A,N/A
2020-08-22T15:44:07.3140+00:00,142005,-199,425,184,-47,30,30,161,125,-13,N/A,N/A
2020-08-22T15:44:07.5640+00:00,142255,-166,459,177,108,-186,74,149,125,-23,N/A,N/A
2020-08-22T15:44:07.8140+00:00,142505,-164,429,171,188,-407,147,140,116,-40,N/A,N/A
2020-08-22T15:44:08.0640+00:00,142755,-115,463,235,8,-93,95,92,110,-70,N/A,N/A
2020-08-22T15:44:08.3150+00:00,143006,-32,503,189,1,4,128,86,96,-62,N/A,N/A
2020-08-22T15:44:08.5140+00:00,143205,-137,414,204,-3,135,-214,99,115,-65,N/A,N/A
2020-08-22T15:44:08.7650+00:00,143456,-71,461,226,7,4,5,104,100,-62,N/A,N/A
